Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MAFB (human)	1/63	0.9052044009381907	0.9999942770590278	0	0	0.42316675480345495	0.042145082797452244	TSPYL2
HIVEP1 (human)	5/218	0.9052407274700548	0.9999942770590278	0	0	0.6143914770675334	0.061165358551688614	TSC22D1;FZD6;HIST1H2AC;TAS2R5;TPT1
SMAD4 (mouse)	49/1580	0.9077718553448013	0.9999942770590278	0	0	0.8298898781899229	0.08030196421822354	THRB;FAM57A;PPP1R9A;IGF1R;RPGR;NUDT11;FAM134B;NUDT10;FAM102B;CFL2;DACT1;MREG;CAMK1D;TSC22D1;CTDSPL;CASD1;SETBP1;LUC7L3;VWA2;PHLDB2;PAFAH1B1;ITGA9;SLC45A3;INSIG1;LTBP4;FIGN;HMGCR;FAM169A;MED12L;LRP6;ZNRF1;PARD6B;TMEM65;NRIP1;BEND4;HES1;ATP9A;S100PBP;FZD3;MYEF2;RBPMS;STAC;LRBA;MBOAT1;CDC42BPA;NFIA;GKAP1;ETNK1;TPT1
GABPA (human)	2/108	0.9100160152634484	0.9999942770590278	0	0	0.4945667604470485	0.04663422332355948	ACTR3C;LTBP3
NFE2L1 (human)	1/65	0.9120467684301716	0.9999942770590278	0	0	0.40990010245901637	0.03773704674205747	ELAC2
RORB (mouse)	30/1020	0.9148152079261115	0.9999942770590278	0	0	0.7878356825725247	0.07014352610592926	GRAMD1C;SLC45A3;THRB;HMGCR;CRHBP;ABLIM1;TATDN1;EBP;SLC16A2;JAM2;ZKSCAN1;SDR42E1;GSTM3;SGIP1;STAC;ZBTB38;DCLK2;LDOC1;SDHC;SLC8A3;SETBP1;HOOK1;CD109;ID1;CRY1;HIST1H4H;EBPL;SERGEF;PFKM;TPT1
NR2F1 (mouse)	30/1021	0.9157527898808798	0.9999942770590278	0	0	0.7869976301650846	0.0692627412534358	GRAMD1C;SLC45A3;THRB;HMGCR;CRHBP;ABLIM1;TATDN1;EBP;SLC16A2;JAM2;ZKSCAN1;SDR42E1;GSTM3;SGIP1;STAC;ZBTB38;DCLK2;LDOC1;SDHC;SLC8A3;SETBP1;HOOK1;CD109;ID1;CRY1;HIST1H4H;EBPL;SERGEF;PFKM;TPT1
ELF5 (mouse)	15/556	0.9160233249296189	0.9999942770590278	0	0	0.7231269855163501	0.06342796321941274	BEX4;CCDC127;INSIG2;ELN;VWDE;PARK2;LRP6;CCS;SH3TC1;SSPN;ATP6V0A2;BEND4;CYTL1;TMEM9;SCN3A
E2F6 (human)	41/1358	0.9203887177401601	0.9999942770590278	0	0	0.8075258623338205	0.06699168247359538	ELN;INSIG1;FAM69B;SPPL2B;FHL1;NPR3;LTBP4;HSD17B14;CROT;LTBP3;TMEM91;RPS6KA6;ARVCF;APH1B;BCL7A;DPYSL3;HES1;ST6GAL2;CAMK1D;AADAT;LIMCH1;TPM2;TRPC1;STARD9;SAMD4A;ELP2;HSPG2;BAIAP3;CACNB2;OBSCN;SYPL1;CLDN15;SETBP1;PARD3;TRIP6;GATS;TAB2;OPTN;ANKRD36B;ABCG1;PAFAH1B1
FOXJ1 (human)	45/1484	0.9252700921112833	0.9999942770590278	0	0	0.8103374436381854	0.0629385791315165	GPSM2;ABCB1;CNRIP1;FAM57A;CHRDL1;MIPOL1;NKAIN2;UCHL1;DRAM1;ZNF706;TRPS1;BEND7;SAMD13;SLC37A3;PTRF;JAM2;PAAF1;GBP4;KLRG1;ABCA5;PCDH9;HTR1F;SHFM1;ELAC2;NICN1;AMT;ZNF10;CMBL;WDR54;DCBLD2;PTPRD;CACNB2;CRYGD;SLC4A8;IFT88;PLCB4;EMCN;CLDN15;OR2L13;ETNK1;ZNF418;RAB38;MDGA2;VAMP5;DZIP3
TBX5 (mouse)	51/1663	0.9256743852250223	0.9999942770590278	0	0	0.819008644841111	0.06325428336314466	CHRM3;GPR21;ULK4;FHL2;PLOD2;PARK2;MED10;DPYSL3;PLS3;ME3;CTSF;PCYT1B;PACRG;CDADC1;DAPK1;SLC2A10;NSUN7;ZDHHC15;EMCN;DPPA4;PALLD;PKP2;CRY1;AVP;TMEM9;PLA2R1;FREM1;DOCK1;PDZRN4;GRAMD1C;EXD2;TMEM63A;LTBP4;FAM169A;TMEM163;ZNRF1;DRAM1;PNMA1;PPCS;NDN;KLRG1;MYEF2;PCDH9;RASSF9;BSPRY;SLC8A3;SLC25A30;FAT4;SERPINI1;GNB5;FBXL4
POU2F2 (mouse)	54/1754	0.9271274684048582	0.9999942770590278	0	0	0.8218123538075024	0.062181787860502574	GPR21;ACCS;CDH7;TMEM220;MMP28;RNF17;HIST1H2AE;BAALC;JAK3;AASS;HIST1H2AC;ANKRD6;PCYT1B;PRMT2;DAPK1;TPM1;CMBL;CASD1;PGM2L1;PARD3B;PARD3;ALDH1A1;NCOA7;BCAT1;HIST1H2BB;FREM1;ST6GALNAC5;PIGH;FIGN;TM2D3;MLLT3;ADCY6;FAM117A;LRP6;REPIN1;PDZD2;TCTEX1D1;GCNT2;BEND4;PROM1;KLRG1;SDR42E1;WDR17;EGLN3;DCLK2;NAP1L2;NMI;SGCZ;BSPRY;TSPAN13;MORN4;NFIA;ASB9;F2RL1
SRY (human)	12/469	0.9279728088035857	0.9999942770590278	0	0	0.6850441733915635	0.051209002612945136	SYDE2;BEX2;MORN4;CNRIP1;FHL2;MIRLET7I;NAP1L2;PDE4DIP;LDOC1;EFHC2;GIMAP6;GSTM5
JDP2 (human)	45/1488	0.9281067929269675	0.9999942770590278	0	0	0.8079098776773196	0.060276923290365256	ZNF132;BEX1;TP53RK;TMEM200A;FHL1;BACH2;JAKMIP2;ACTR3C;TP53INP1;GCNT2;BAALC;GPC5;SAMD13;SLC37A3;SCN3A;SLC18A2;EDARADD;STARD4;ARG2;CDADC1;SGIP1;DDX58;ELAC2;NAP1L3;HDGFRP3;CASD1;BTBD8;CES4A;MLF1;BSPRY;PTPRD;CACNB2;NFIA;PALLD;PKIA;ARMC4;RAB13;ASB9;SNRPE;ERG;MDGA2;BMPR1B;FREM1;TPT1;ABCG1
NFATC2 (human)	2/117	0.9314893763847585	0.9999942770590278	0	0	0.4556474156902397	0.03233752211429287	LIMCH1;IL12RB2
HIF1A (human)	48/1586	0.9337348770880917	0.9999942770590278	0	0	0.8077529828291553	0.055381756579430445	BEX4;EXD2;TMEM63A;SLC45A3;MPL;DPY30;ATXN7L3B;PLOD2;FBXO21;GIMAP6;FAM169A;TMEM91;ING5;NUDT10;FGD5;APH1B;CHST12;PPCS;GCNT2;ZNF667;CTSF;BEND7;GTF2IRD2B;MPDZ;MCF2L2;PRELID2;WDR17;ZNF285;ST6GAL2;BTBD8;CES4A;REC8;TMEM232;CACNB2;PLCB4;KRT18;PALLD;ARMC4;RAB13;SNRPE;NCOA7;GNB5;PIGG;L3MBTL4;PFKM;DMRTC1B;SLC29A2;BEX5
RBPJ (mouse)	53/1735	0.9338658425875784	0.9999942770590278	0	0	0.8148606350982723	0.0557547924802996	GPSM2;THRB;MUM1;FAM134B;ABHD10;MED10;PPAT;PLS3;ANKRD6;RBM14;CAMK1D;DST;TSC22D1;TPM1;SLC30A4;CTDSPL;REXO4;PARD3B;OBSCN;ARMCX2;CDCP1;PARD3;CD109;RAPGEF2;NUP62CL;RAPGEF3;SLC45A3;SEMA3C;NTPCR;DTX3;FAM169A;LRP6;NKAIN2;ATXN1;TMEM67;GNA12;GCNT2;METTL6;HES1;S100PBP;SLC10A5;AADAT;FANCL;SHFM1;EPHX2;DCLK2;BAIAP3;TSPAN13;ETNK2;PKIA;RAB13;MSRB3;FBN1
SREBF1 (human)	82/2587	0.9344963163388638	0.9999942770590278	0	0	0.8428513173346088	0.057101148804278426	FAM69B;FHL1;ENO2;PPP1R9A;BACH2;CDC14B;IGF1R;TRO;SYDE2;ING5;MECOM;PPAT;DPYSL3;BBS9;BAALC;CTSF;ZIK1;LAG3;TSC22D1;SLC2A10;RPL23;TPM1;AMT;RHOH;VWDE;SYTL4;SERPINB6;METTL23;CACNB2;ARMCX1;PLCB4;SYPL1;IFT81;PALLD;LUC7L3;ERG;HIST1H2BG;FREM1;DOCK1;RAPGEF3;SLC29A2;C11ORF54;BHLHB9;INSIG1;KIAA1324L;MLLT3;ADCY6;MIPOL1;THBS3;FGD5;ATXN1;ZNF706;CHST12;SV2A;ABI3BP;RSBN1L;NDN;DNAJB9;ZBED5;S1PR4;ZKSCAN1;SDR42E1;ABCA2;ZNF462;FZD3;ABCA5;CYP51A1;STYK1;ZNF181;GGCT;TMEM232;EFNA1;SH3YL1;TMEM98;ETNK2;GKAP1;HOOK1;TRIP6;GATS;SLC25A30;F2RL1;HLA-DRB1
RELB (human)	44/1469	0.9354513243044799	0.9999942770590278	0	0	0.7995803732844448	0.05335293300967129	C11ORF54;ROBO4;SERPINE2;ELN;C2ORF88;FHL2;ATP2C1;TMEM91;PRKCZ;ARHGAP22;TMEM168;DRAM1;SCRN1;CFL2;NDN;FAM65C;ME3;HES1;PRKG1;GBP4;ZIK1;ARL10;SDR42E1;HLA-DRB5;ST6GAL2;PAQR7;ABCA5;DAPK1;SLC2A10;TPM2;FZD6;RASSF9;LSR;BAIAP3;ZNF559-ZNF177;CLDN15;OR2L13;ST7;PKP2;EBPL;SERPINI1;DOCK1;OPTN;TPT1
FOXF1 (human)	40/1352	0.9376579873693938	0.9999942770590278	0	0	0.7899113082039911	0.050846603132779736	BEX1;SEMA3C;INSIG2;GIMAP6;CDH7;REPIN1;NKAIN2;TATDN1;DEPTOR;MECOM;RSBN1L;DPYSL3;PRKG2;FAM65C;SAMD13;AASS;ZIK1;EDARADD;PRELID2;ZNF285;FZD3;CYP51A1;NAP1L2;RASSF9;C6ORF141;FANCF;SLC8A3;EHD2;CACNB2;KRT18;TMEM98;MORN4;PARD3;TNFSF4;PKIA;TRAF5;GNB5;AURKAIP1;ZNF334;FBXL4
WT1 (human)	85/2689	0.9416910634418748	0.9999942770590278	0	0	0.8393752014943772	0.050427997058554455	GPSM2;THRB;SERPINE2;FAM69B;FAM57A;C2ORF88;FHL1;PSIP1;MSI2;ACCS;ARHGAP5;TMEM91;IGF1R;SYDE2;LAPTM4B;FAM102B;RPS6KA6;BCL7A;TRPS1;AKT3;DPYSL3;ZNF521;TSPYL2;PACRG;SPINK2;RBM14;PAQR7;CAMK1D;TSC22D1;SLC2A10;STARD9;NOG;CTDSPL;HDGFRP3;DYNLL1;HSPG2;REXO4;NCR1;SETBP1;VN1R1;LUC7L3;SNRPE;AURKAIP1;ABCG1;PAFAH1B1;GRAMD1C;EXD2;TMEM63A;BHLHB9;PLAG1;ATL1;LTBP4;RNF8;HSD17B14;PRKCZ;MED12L;NKAIN2;ARHGAP22;ZNRF1;TRA2A;SH3BP4;DNAJB9;ZNF667;HES1;ZNF302;ZNF544;ZKSCAN1;ABCA2;LRBA;FZD6;SAMD4A;CRIM1;CDC42BPA;BAIAP3;TTC39B;PTPRD;ZNF559-ZNF177;SH3YL1;KLHL6;TRIP6;ID1;SLC25A30;TAB2;MDGA2;DZIP3
Nkx2-5 (mouse)	13/515	0.9418787649692604	0.9999942770590278	0	0	0.6749252988047809	0.04041365778861434	ARL10;NPDC1;SLC37A1;CFH;PKD2;SYTL4;RYR3;PREX2;PTPRD;CFL2;ATP6V0A2;MAGED2;TSPYL5
HINFP (human)	97/3047	0.9460179040064127	0.9999942770590278	0	0	0.8435929005436521	0.0468141622896672	SPON1;SERPINE2;MUM1;MPL;PLOD2;LRRC70;MSI2;TXNDC15;IGF1R;PREX2;SYDE2;DACH1;CFL2;DPYSL3;RASSF6;PLS3;SLC16A2;TSPYL2;LAG3;ST6GAL2;TPM2;HSPG2;ARMCX1;FREM1;ABCG1;ZNF154;CFH;TARSL2;PRKCZ;ACTR3B;ABO;C2ORF27B;ATXN1;APH1B;CHST12;MPDZ;ZBED5;MYH10;ABCA5;STAC;NMI;SMARCA1;PBX1;PTPRD;GKAP1;TRIP6;FAM26F;MAGED2;HLA-DRB1;ELN;FHL1;FHL2;ARHGAP5;MED10;PRKG2;IDS;ME3;RNF150;GPRASP1;SLC18A2;PRKG1;PACRG;C5ORF56;CAMK1D;ARHGEF17;CTDSPL;PLCB4;SETBP1;PALLD;DSG2;NCOA7;EFHC2;TMEM9;PLAG1;ATL1;ATP2C1;ADCY6;GNAI1;MIPOL1;PTGS1;ABLIM1;PNMA1;SPOCK3;GCNT2;SH3BP4;HES1;E2F5;GBP4;ARMCX5-GPRASP2;NAP1L3;PDE4DIP;LHFPL2;PSMB8;BAIAP3;MEIS1;MDGA2;TPT1
FOXA1 (human)	43/1457	0.9463421511962685	0.9999942770590278	0	0	0.7868304532316586	0.04339455973414168	ZNF594;BHLHB9;INSIG2;CNRIP1;NLRC3;GIMAP6;PREX2;NUDT11;REPIN1;RSBN1L;DPYSL3;BBS9;SAMD13;ZBED5;AASS;GBP4;ZIK1;IL12RB2;EDARADD;RIC3;ZNF285;CAMLG;STARD9;BOLA1;NR1H3;C6ORF141;FANCF;BSPRY;EHD2;CRYGD;KRT18;TMEM98;MORN4;PALLD;PARD3;TRAF5;MYO5C;SNRPE;GNB5;AURKAIP1;FREM1;PFKM;FBXL4
JUN (mouse)	51/1699	0.9471603317569391	0.9999942770590278	0	0	0.7994841343279333	0.04340151142147745	MSI2;CLEC9A;GIMAP6;TMEM91;CDC14B;RPGR;FAM134B;MECOM;SCRN1;CFL2;PGM5;RNF150;SLC37A3;SLC18A2;PRKG1;CALN1;STARD4;ARG2;TSPYL1;CDADC1;PAQR7;TSC22D1;TPM2;MLF1;ZDHHC15;ALS2;DSG2;EFHC2;BCAT1;HLF;PRKCZ;ACTR3B;JAKMIP2;ABLIM1;ABI3BP;TSPAN6;TCTEX1D1;TRA2A;CYTL1;MYH10;CMTM8;SLC37A1;LRBA;NAP1L3;REC8;MEIS1;ST7;NFE2L3;HIST1H4H;FAM26F;PFKM
RUNX1 (human)	125/3857	0.9477516414293293	0.9999942770590278	0	0	0.8558074371015965	0.045925017058283626	GUCY1B3;IFT172;MUM1;ICAM4;WDR89;FAM134B;RASSF6;PLS3;SAMD13;CALN1;CA13;TSPYL2;ZNF165;STARD4;PAQR7;DAPK1;ZBTB38;RPL22;TC2N;OBSCN;SLC9A7;AURKAIP1;PHLDB2;ANKRD36B;ABCG1;SLC45A3;BHLHB9;GATA3;NTPCR;DTX3;LTBP3;PRKCZ;STK33;ACTR3C;EBP;APH1B;TCTEX1D1;ZNF667;CYTL1;PROM1;ZNF544;ZBED5;SCAI;ZNF662;ABCA2;FANCL;CRIM1;SMARCA1;PBX1;BSPRY;PTPRD;ZNF559-ZNF177;TMEM98;HOOK1;PKIA;ID3;EBPL;MAGED2;SERGEF;ROBO4;CNRIP1;ELN;FHL1;CHRDL1;RPGR;MECOM;SCRN1;RNF17;PGM5;AASS;HIBCH;ZIK1;DACT1;ARG2;PCYT1B;HMGCS1;DST;ELAC2;CTDSPL;DDX50;PGM2L1;CES4A;ZDHHC15;CDCP1;CLDN15;ALS2;DDAH2;MZB1;CRY1;BCAT1;DOCK1;GRAMD1C;PLAG1;ADAM22;ATP2C1;GNAI1;FAM117A;PTGS1;LRP6;REPIN1;ABLIM1;ARVCF;SH3TC1;TP53INP1;GNA12;CYYR1;EIF4B;AADAT;STYK1;ZNF181;NR1H3;PDE4DIP;C1ORF21;LHFPL2;REC8;BAIAP3;TTC39B;SLC8A3;CRYGD;MORN4;KLHL5;SCD;ST7;PFKM;TPT1
MAPK14 (human)	34/1190	0.9503627623518254	0.9999942770590278	0	0	0.7620550366069174	0.03879737426925908	SPON1;INSIG2;FHL1;FAM117A;TMEM168;ABHD10;TATDN1;ERMP1;HENMT1;TMEM67;CFL2;TCEAL2;SPOCK3;PLS3;CTSF;GPRASP1;TMEM38B;SAMD13;SLC18A2;HIBCH;SLC37A1;LIMCH1;AMT;MBOAT1;DDX50;SERPINB6;TTC39B;ZDHHC15;TSPAN13;NBEA;PLSCR4;GATS;TMEM126B;TSPYL5
SMARCA2 (human)	45/1536	0.9558079199248076	0.9999942770590278	0	0	0.7797950493659632	0.035245415803390114	SLC45A3;RBM8A;C2ORF88;RNF8;HSD17B14;WDR89;ACTR3B;GIMAP7;TMEM168;EBP;ERMP1;TRPS1;FAM65C;APOL3;DACT1;TSPYL2;EDARADD;PCYT1B;GABBR1;RBM14;CDADC1;HMGCS1;PCDH9;NICN1;HDGFRP3;NR1H3;PDE4DIP;PBX1;ZNF559-ZNF177;CACNB2;SLC4A8;LRCH2;HIST3H2A;TMEM98;SETBP1;IFT81;PARD3;ZNF418;ST7;MZB1;EBPL;TMEM126B;SERPINI1;CXORF57;PHLDB2
NR1H3 (human)	40/1385	0.9562898732895474	0.9999942770590278	0	0	0.7691144048021371	0.0343749508414496	ZNF474;BHLHB9;RBM8A;FAM69B;SPPL2B;ULK4;NLRC3;PRKCZ;TXNDC15;SOCS2;DRAM1;CHST12;RSBN1L;ATP6V0A2;HIST1H2AE;CTSF;ARG2;CAMLG;DDX58;ELAC2;NR1H3;PHKA1;SDHC;CMBL;BIVM-ERCC5;REXO4;CES4A;EHD2;CACNB2;PLCB4;TMEM98;ETNK2;HOOK1;PALLD;ETNK1;ARMC4;LUC7L3;NUP62CL;AURKAIP1;ABCG1
NFE2L2 (human)	1/84	0.9568486482209871	0.9999942770590278	0	0	0.31575482256896437	0.013927961758254542	PROM1
CEBPB (human)	41/1420	0.9584023643361869	0.9999942770590278	0	0	0.7685555839659299	0.03265407044135705	ROBO4;SPPL2B;MPL;ATXN7L3B;NLRC3;LTBP3;TMEM91;ACACB;CDH7;CDC14B;NKAIN2;ARHGAP22;STK33;TMEM67;ATP6V0A2;PLS3;TSPAN2;S1PR4;DACT1;PAQR8;PRMT2;TSC22D1;STAC;RPL23;NAP1L3;ZNF10;BAIAP3;SLC8A3;PTPRD;EHD2;IFT88;KRT18;NFIA;SETBP1;KLHL6;CD109;TRIP6;RAB13;MZB1;LRRN1;ITGA9
MAX (human)	58/1934	0.9588419254314838	0.9999942770590278	0	0	0.7965553186448708	0.033478463629502034	SERPINE2;SPPL2B;FHL1;FHL2;MSI2;ACCS;TMEM91;BACH2;IGF1R;NUDT11;FAM134B;ING5;SENP7;PPAT;ME3;CTSF;TMEM38B;ZIK1;ARL10;ZNF285;MREG;TSC22D1;AMT;RHOH;SERPINB6;SYPL1;ALS2;PALLD;PARD3;TRAF5;MZB1;DOCK1;ITGA9;BHLHB9;INSIG1;TRANK1;TM2D3;CNN3;REPIN1;ARHGAP22;STK33;PARD6B;ACTR3C;SH3TC1;ZNF667;HES1;BEND7;ZNF462;LRBA;CABLES1;PSMB8;BMP6;SLC8A3;EFNA1;SH3YL1;KLHL5;TRIP6;MAGED2
THRB (human)	61/2034	0.9627751800560006	0.9999942770590278	0	0	0.7956625757246639	0.03018374014218578	SLC35B3;FHL1;MPL;PLOD2;MSI2;ARHGAP5;PPP1R9A;TMEM91;SENP7;PPAT;BBS9;SLC18A2;PRKG1;DACT1;ZNF165;C5ORF56;ST6GAL2;HMGCS1;TSC22D1;SLC2A10;RPL23;PAWR;LDOC1;NSUN7;CMBL;ZNF75A;CACNB2;PLCB4;PARD3;PLSCR4;VN1R1;SNRPE;NCOA7;PIGG;RAPGEF3;SLC29A2;SLC45A3;CHRNA5;KIAA1324L;ATXN7L3B;LTBP3;TMEM163;ABO;MIPOL1;NKAIN2;ATXN1;CHST12;GNA12;HES1;GTF2IRD2B;ZKSCAN1;LRBA;EPHX2;NR1H3;SMARCA1;RAB13;MYO5C;EBPL;MITD1;GNB5;DMRTC1B
ETS1 (human)	157/4827	0.9649746887654602	0.9999942770590278	0	0	0.8519692035450869	0.030375604974817127	SERPINE2;TP53RK;GIMAP2;SPINT2;MSI2;TMEM91;ZNF204P;DEPTOR;HENMT1;DPYSL3;FAM65C;SLC16A2;SAMD13;CA13;DAPK1;LIMCH1;CMBL;TC2N;CASD1;CACNB2;OBSCN;IFT81;ARMC4;PKP2;SPIN2B;ERG;PLA2R1;AURKAIP1;FREM1;PHLDB2;EXD2;CHRNA5;TARSL2;INSIG2;NPR3;ATXN7L3B;GATA3;DTX3;LTBP3;ACTR3B;ACACB;C2ORF27B;STK33;ACTR3C;OR2AK2;ALOX12P2;ATP6V0A2;ZNF302;GTF2IRD2B;MPDZ;ZBED5;SCN3A;NHEJ1;ABCA2;NSUN5P2;ATP8B2;LRBA;EPHX2;DCLK2;RASSF9;WDR54;FANCF;PTPRD;TMEM232;EFNA1;NBEA;TRIP6;MYO5C;ID3;FAM26F;LRRN1;MAGED2;TAB2;FAT4;SERPINI1;BEX5;TRIM74;THRB;HIBADH;CNRIP1;FAM57A;FHL1;ICA1;DUSP18;CLEC9A;DUSP16;RPGR;SCRN1;ZNF385D;GPRASP1;ZNF521;PRKG1;AASS;TAS2R5;SULT1C4;CD52;C5ORF56;HMGCS1;DST;MME;AMT;RHOH;SYS1-DBNDD2;CLDN15;PALLD;PLSCR4;TRAF5;MPPED2;RBM12B;ALDH1A1;VN1R1;MZB1;DSG2;CXORF57;L3MBTL4;DOCK1;RAPGEF3;PDZRN4;PAFAH1B1;OR52H1;KIAA1324L;MRPS33;KIAA1211;FAM169A;ATP2C1;ADCY6;FAM117A;JAKMIP2;ERMP1;TRA2A;E2F5;LOC644172;APOL3;ATP9A;S100PBP;IL12RB2;CMTM8;GABBR1;AADAT;ARMCX5-GPRASP2;NICN1;STYK1;ZNF181;SAMD4A;NR1H3;ELP2;NAP1L2;PDE4DIP;PSMB8;BAIAP3;SDHAP3;SLC8A3;CCS;MORN4;NFIA;RAB13;GATS
AP1 (mouse)	3/183	0.9660103537244255	0.9999942770590278	0	0	0.43577625570776257	0.015069459594804827	ATP6V0A2;PDE4DIP;SERAC1
TP63 (human)	41/1443	0.967893569470551	0.9999942770590278	0	0	0.7549753448830325	0.024637221142505876	ZNF474;TMEM63A;RBM8A;HIST1H2BJ;CNRIP1;IFT172;SPPL2B;RNF8;NLRC3;KRBA2;WDR89;ACTR3B;ADCY6;LRP6;CASP10;GCNT2;HIST1H2AE;CTSF;APOL3;ZKSCAN1;IL12RB2;ARL10;EPHX2;SLC30A4;KLHDC1;BOLA1;LDOC1;CMBL;DYNLL1;BIVM-ERCC5;CES4A;REC8;NCR1;DPPA4;ETNK2;KLHL6;CD109;ARMC4;TRAF5;PIGH;ITGA9
CREM (human)	16/662	0.9733809181826908	0.9999942770590278	0	0	0.6432374315064057	0.017354407631123007	EDARADD;ZNF330;MME;MRPS33;CYP51A1;ICA1;ELP2;PRKCZ;AGPAT4;SLC8A3;CLDN15;SLC22A17;LRRN1;NCOA7;HIST1H2AC;PAFAH1B1
FOXO3A (mouse)	14/597	0.9744745474977564	0.9999942770590278	0	0	0.6240227875098109	0.01613528164762987	RBM8A;HSD17B14;DCLK2;DUSP18;TMEM163;JAKMIP2;SOCS2;TSPAN13;CFL2;PLS3;E2F5;S1PR4;EIF4B;TPT1
